      STEP                   TIME                 BR_MIN                 BR_MAX             BR_ABS_MIN          FLUX_POSITIVE          FLUX_NEGATIVE    NPOLE_FLUX_POSITIVE    NPOLE_FLUX_NEGATIVE    SPOLE_FLUX_POSITIVE    SPOLE_FLUX_NEGATIVE             NPOLE_AREA             SPOLE_AREA              EQ_DIPOLE              AX_DIPOLE   VALIDATION_ERR_HHabs 
        30  3.000000000000000E+001 -5.628819015862010E-001  1.013308395686718E+000  1.082099409902405E-005  1.087830918555894E+022 -1.087751508555183E+022  9.067138146876078E+020 -4.292627790230885E+020  9.067138306378729E+020 -4.292627949733541E+020  3.989223162302474E+021  3.989223162302476E+021  3.986251765131464E-017  2.189737353937284E-017  7.537221725913912E-001
        30  3.000000000000000E+001 -5.628819015862010E-001  1.013308395686718E+000  1.082099409902405E-005  1.087830918555894E+022 -1.087751508555183E+022  9.067138146876078E+020 -4.292627790230885E+020  9.067138306378729E+020 -4.292627949733541E+020  3.989223162302474E+021  3.989223162302476E+021  3.986251765131464E-017  2.189737353937284E-017  7.537221725913912E-001
        31  3.100000000000000E+001 -5.628106994162805E-001  1.013182026487184E+000  2.068327107539661E-005  1.087693459813600E+022 -1.087614049812888E+022  9.066007715934238E+020 -4.292092344090191E+020  9.066007791272226E+020 -4.292092419428186E+020  3.989223162302474E+021  3.989223162302476E+021  5.685309610147298E-017  3.986046719933118E-017  7.761393470388585E-001
        31  3.100000000000000E+001 -5.628106994162805E-001  1.013182026487184E+000  2.068327107539661E-005  1.087693459813600E+022 -1.087614049812888E+022  9.066007715934238E+020 -4.292092344090191E+020  9.066007791272226E+020 -4.292092419428186E+020  3.989223162302474E+021  3.989223162302476E+021  5.685309610147298E-017  3.986046719933118E-017  7.761393470388585E-001
        32  3.200000000000000E+001 -5.627410182062894E-001  1.013055673609440E+000  9.886496213920681E-006  1.087556685330361E+022 -1.087477275329649E+022  9.064877496248794E+020 -4.291557035019315E+020  9.064877239131169E+020 -4.291556777901701E+020  3.989223162302474E+021  3.989223162302476E+021  5.543008025123918E-017  3.905808117129270E-017  7.981141901470696E-001
        32  3.200000000000000E+001 -5.627410182062894E-001  1.013055673609440E+000  9.886496213920681E-006  1.087556685330361E+022 -1.087477275329649E+022  9.064877496248794E+020 -4.291557035019315E+020  9.064877239131169E+020 -4.291556777901701E+020  3.989223162302474E+021  3.989223162302476E+021  5.543008025123918E-017  3.905808117129270E-017  7.981141901470696E-001
        33  3.300000000000000E+001 -5.626698099178475E-001  1.012929337029199E+000  1.936779751907146E-005  1.087418905182200E+022 -1.087339495181488E+022  9.063747120728686E+020 -4.291021495936454E+020  9.063747261818333E+020 -4.291021637026109E+020  3.989223162302474E+021  3.989223162302476E+021  6.070094161610566E-017  3.372609659787567E-017  8.196194125181702E-001
        33  3.300000000000000E+001 -5.626698099178475E-001  1.012929337029199E+000  1.936779751907146E-005  1.087418905182200E+022 -1.087339495181488E+022  9.063747120728686E+020 -4.291021495936454E+020  9.063747261818333E+020 -4.291021637026109E+020  3.989223162302474E+021  3.989223162302476E+021  6.070094161610566E-017  3.372609659787567E-017  8.196194125181702E-001
        34  3.400000000000000E+001 -5.625988652724261E-001  1.012803016723119E+000  2.612249260903415E-006  1.087281551912082E+022 -1.087202141911370E+022  9.062617087994128E+020 -4.290486225471068E+020  9.062617181653413E+020 -4.290486319130362E+020  3.989223162302474E+021  3.989223162302476E+021  5.938944997168775E-017  3.465789972721069E-017  8.406280022715182E-001
        34  3.400000000000000E+001 -5.625988652724261E-001  1.012803016723119E+000  2.612249260903415E-006  1.087281551912082E+022 -1.087202141911370E+022  9.062617087994128E+020 -4.290486225471068E+020  9.062617181653413E+020 -4.290486319130362E+020  3.989223162302474E+021  3.989223162302476E+021  5.938944997168775E-017  3.465789972721069E-017  8.406280022715182E-001
